Product code,Station number,Year,Month,Rainfall,Quality
IDCJAC0001,23034,2002,12,6,Y
IDCJAC0001,23034,2003,1,23.4,Y
IDCJAC0001,23034,2003,2,59.4,Y
IDCJAC0001,23034,2003,3,7.2,Y
IDCJAC0001,23034,2003,4,19,Y
IDCJAC0001,23034,2003,5,66.4,Y
IDCJAC0001,23034,2003,6,100.8,Y
IDCJAC0001,23034,2003,7,27.8,Y
IDCJAC0001,23034,2003,8,55.2,Y
IDCJAC0001,23034,2003,9,30.2,Y
IDCJAC0001,23034,2003,10,44.6,Y
IDCJAC0001,23034,2003,11,7.2,Y
IDCJAC0001,23034,2003,12,15.6,Y
IDCJAC0001,23034,2004,1,9.6,Y
IDCJAC0001,23034,2004,2,4,Y
IDCJAC0001,23034,2004,3,21.4,Y
IDCJAC0001,23034,2004,4,16,Y
IDCJAC0001,23034,2004,5,43,Y
IDCJAC0001,23034,2004,6,83.3,Y
IDCJAC0001,23034,2004,7,52.6,Y
IDCJAC0001,23034,2004,8,67.2,Y
IDCJAC0001,23034,2004,9,46.8,Y
IDCJAC0001,23034,2004,10,8.2,Y
IDCJAC0001,23034,2004,11,35.6,Y
IDCJAC0001,23034,2004,12,38.6,Y
IDCJAC0001,23034,2005,1,19.4,Y
IDCJAC0001,23034,2005,2,12.2,Y
IDCJAC0001,23034,2005,3,17.2,Y
IDCJAC0001,23034,2005,4,4,Y
IDCJAC0001,23034,2005,5,5.2,Y
IDCJAC0001,23034,2005,6,94.2,Y
IDCJAC0001,23034,2005,7,31.2,Y
IDCJAC0001,23034,2005,8,60,Y
IDCJAC0001,23034,2005,9,63.2,Y
IDCJAC0001,23034,2005,10,85.2,Y
IDCJAC0001,23034,2005,11,51.2,Y
IDCJAC0001,23034,2005,12,30.4,Y
IDCJAC0001,23034,2006,1,20.8,Y
IDCJAC0001,23034,2006,2,25.8,Y
IDCJAC0001,23034,2006,3,13.4,Y
IDCJAC0001,23034,2006,4,34.2,Y
IDCJAC0001,23034,2006,5,30,Y
IDCJAC0001,23034,2006,6,11.6,Y
IDCJAC0001,23034,2006,7,24,Y
IDCJAC0001,23034,2006,8,8.6,Y
IDCJAC0001,23034,2006,9,26,Y
IDCJAC0001,23034,2006,10,0.6,Y
IDCJAC0001,23034,2006,11,20.2,Y
IDCJAC0001,23034,2006,12,19.4,Y
IDCJAC0001,23034,2007,1,38,Y
IDCJAC0001,23034,2007,2,1,Y
IDCJAC0001,23034,2007,3,18.8,Y
IDCJAC0001,23034,2007,4,75,Y
IDCJAC0001,23034,2007,5,35.4,Y
IDCJAC0001,23034,2007,6,42,Y
IDCJAC0001,23034,2007,7,47.2,Y
IDCJAC0001,23034,2007,8,16.8,Y
IDCJAC0001,23034,2007,9,20.6,Y
IDCJAC0001,23034,2007,10,23.2,Y
IDCJAC0001,23034,2007,11,32.6,Y
IDCJAC0001,23034,2007,12,36,Y
IDCJAC0001,23034,2008,1,10.8,Y
IDCJAC0001,23034,2008,2,2.8,Y
IDCJAC0001,23034,2008,3,11.6,Y
IDCJAC0001,23034,2008,4,29,Y
IDCJAC0001,23034,2008,5,43.4,Y
IDCJAC0001,23034,2008,6,24.4,Y
IDCJAC0001,23034,2008,7,39,Y
IDCJAC0001,23034,2008,8,71.2,Y
IDCJAC0001,23034,2008,9,12.2,Y
IDCJAC0001,23034,2008,10,3,Y
IDCJAC0001,23034,2008,11,13.2,Y
IDCJAC0001,23034,2008,12,31.4,Y
IDCJAC0001,23034,2009,1,0,Y
IDCJAC0001,23034,2009,2,0.2,Y
IDCJAC0001,23034,2009,3,18.6,Y
IDCJAC0001,23034,2009,4,51.2,Y
IDCJAC0001,23034,2009,5,51.6,Y
IDCJAC0001,23034,2009,6,39,Y
IDCJAC0001,23034,2009,7,67.8,Y
IDCJAC0001,23034,2009,8,33.2,Y
IDCJAC0001,23034,2009,9,51.4,Y
IDCJAC0001,23034,2009,10,20.4,Y
IDCJAC0001,23034,2009,11,32.2,Y
IDCJAC0001,23034,2009,12,14.8,Y
IDCJAC0001,23034,2010,1,11,Y
IDCJAC0001,23034,2010,2,3.2,Y
IDCJAC0001,23034,2010,3,19.8,Y
IDCJAC0001,23034,2010,4,63.4,Y
IDCJAC0001,23034,2010,5,60.2,Y
IDCJAC0001,23034,2010,6,61,Y
IDCJAC0001,23034,2010,7,46.8,Y
IDCJAC0001,23034,2010,8,77.2,Y
IDCJAC0001,23034,2010,9,57.8,Y
IDCJAC0001,23034,2010,10,34.2,Y
IDCJAC0001,23034,2010,11,18.8,N
IDCJAC0001,23034,2010,12,38.2,Y
IDCJAC0001,23034,2011,1,16.2,Y
IDCJAC0001,23034,2011,2,38.4,Y
IDCJAC0001,23034,2011,3,75.4,Y
IDCJAC0001,23034,2011,4,17.6,Y
IDCJAC0001,23034,2011,5,36.8,Y
IDCJAC0001,23034,2011,6,31.2,Y
IDCJAC0001,23034,2011,7,55,Y
IDCJAC0001,23034,2011,8,60.2,Y
IDCJAC0001,23034,2011,9,40.2,Y
IDCJAC0001,23034,2011,10,30.2,Y
IDCJAC0001,23034,2011,11,17.6,Y
IDCJAC0001,23034,2011,12,25.4,Y
IDCJAC0001,23034,2012,1,11.4,Y
IDCJAC0001,23034,2012,2,16.4,Y
IDCJAC0001,23034,2012,3,55.6,Y
IDCJAC0001,23034,2012,4,27.2,Y
IDCJAC0001,23034,2012,5,53.4,Y
IDCJAC0001,23034,2012,6,114.6,Y
IDCJAC0001,23034,2012,7,30.8,Y
IDCJAC0001,23034,2012,8,52.6,Y
IDCJAC0001,23034,2012,9,18.2,Y
IDCJAC0001,23034,2012,10,14.4,Y
IDCJAC0001,23034,2012,11,13,Y
IDCJAC0001,23034,2012,12,7.2,Y
IDCJAC0001,23034,2013,1,11.4,Y
IDCJAC0001,23034,2013,2,16,Y
IDCJAC0001,23034,2013,3,8,Y
IDCJAC0001,23034,2013,4,31.2,Y
IDCJAC0001,23034,2013,5,60,Y
IDCJAC0001,23034,2013,6,77.8,Y
IDCJAC0001,23034,2013,7,96.6,Y
IDCJAC0001,23034,2013,8,64,Y
IDCJAC0001,23034,2013,9,37.2,Y
IDCJAC0001,23034,2013,10,15.4,Y
IDCJAC0001,23034,2013,11,4.8,Y
IDCJAC0001,23034,2013,12,9.8,Y
IDCJAC0001,23034,2014,1,13,Y
IDCJAC0001,23034,2014,2,81,Y
IDCJAC0001,23034,2014,3,22.6,Y
IDCJAC0001,23034,2014,4,31.2,Y
IDCJAC0001,23034,2014,5,62.4,Y
IDCJAC0001,23034,2014,6,69.6,Y
IDCJAC0001,23034,2014,7,72.8,Y
IDCJAC0001,23034,2014,9,21.8,Y
IDCJAC0001,23034,2014,10,5.4,Y
IDCJAC0001,23034,2014,11,27.4,Y
IDCJAC0001,23034,2014,12,4.8,Y
IDCJAC0001,23034,2015,1,30,Y
IDCJAC0001,23034,2015,2,0,Y
IDCJAC0001,23034,2015,3,2.6,Y
IDCJAC0001,23034,2015,4,50,Y
IDCJAC0001,23034,2015,5,52.6,Y
IDCJAC0001,23034,2015,6,18.6,Y
IDCJAC0001,23034,2015,7,42.2,Y
IDCJAC0001,23034,2015,8,36.4,Y
IDCJAC0001,23034,2015,9,15.6,Y
IDCJAC0001,23034,2015,10,5.6,Y
IDCJAC0001,23034,2015,11,14.6,Y
IDCJAC0001,23034,2015,12,7.8,Y
IDCJAC0001,23034,2016,1,35.6,N
IDCJAC0001,23034,2016,2,14.8,Y
IDCJAC0001,23034,2016,3,41.6,Y
IDCJAC0001,23034,2016,4,8,Y
IDCJAC0001,23034,2016,5,64.2,Y
IDCJAC0001,23034,2016,6,72,Y
IDCJAC0001,23034,2016,7,95.4,Y
IDCJAC0001,23034,2016,8,49,Y
IDCJAC0001,23034,2016,9,102.2,Y
IDCJAC0001,23034,2016,10,59.6,Y
IDCJAC0001,23034,2016,11,30.2,Y
IDCJAC0001,23034,2016,12,75.8,Y
IDCJAC0001,23034,2017,1,39.4,Y
IDCJAC0001,23034,2017,2,32.4,Y
IDCJAC0001,23034,2017,3,6.6,Y
IDCJAC0001,23034,2017,4,24.8,Y
IDCJAC0001,23034,2017,5,27.8,Y
IDCJAC0001,23034,2017,6,10.6,Y
IDCJAC0001,23034,2017,7,75.2,Y
IDCJAC0001,23034,2017,8,82.2,Y
IDCJAC0001,23034,2017,9,48.4,Y
IDCJAC0001,23034,2017,10,26,Y
IDCJAC0001,23034,2017,11,9.4,Y
IDCJAC0001,23034,2017,12,31.6,Y
IDCJAC0001,23034,2018,1,8.8,N
IDCJAC0001,23034,2018,2,2.8,Y
IDCJAC0001,23034,2018,3,5.8,Y
IDCJAC0001,23034,2018,4,14.6,N
IDCJAC0001,23034,2018,5,29.4,N
IDCJAC0001,23034,2018,6,33.8,N
IDCJAC0001,23034,2018,7,43.6,N
IDCJAC0001,23034,2018,8,71.2,N
IDCJAC0001,23034,2018,9,20.8,Y
IDCJAC0001,23034,2018,10,13,N
IDCJAC0001,23034,2018,11,34.8,Y
IDCJAC0001,23034,2018,12,21,N
IDCJAC0001,23034,2019,1,0.2,N
IDCJAC0001,23034,2019,2,6.4,N
IDCJAC0001,23034,2019,3,9,N
IDCJAC0001,23034,2019,4,4.2,N
IDCJAC0001,23034,2019,5,75,Y
IDCJAC0001,23034,2019,6,83.4,Y
IDCJAC0001,23034,2019,7,36.6,Y
IDCJAC0001,23034,2019,8,33.8,Y
IDCJAC0001,23034,2019,9,37.4,Y
IDCJAC0001,23034,2019,10,15.4,Y
IDCJAC0001,23034,2019,11,18.2,Y
IDCJAC0001,23034,2019,12,3.4,Y
IDCJAC0001,23034,2020,1,17.8,N
IDCJAC0001,23034,2020,2,32.8,Y
IDCJAC0001,23034,2020,3,4.8,Y
IDCJAC0001,23034,2020,4,88.2,Y
IDCJAC0001,23034,2020,5,40.8,Y
IDCJAC0001,23034,2020,6,48,Y
IDCJAC0001,23034,2020,7,15.2,Y
IDCJAC0001,23034,2020,8,34,N
IDCJAC0001,23034,2020,9,42.2,Y
IDCJAC0001,23034,2020,10,41.4,N
IDCJAC0001,23034,2020,11,10.8,Y
IDCJAC0001,23034,2020,12,17,Y
IDCJAC0001,23034,2021,1,26,Y
IDCJAC0001,23034,2021,2,18.8,N
IDCJAC0001,23034,2021,3,17.6,Y
IDCJAC0001,23034,2021,4,11.2,Y
IDCJAC0001,23034,2021,5,30.6,Y
IDCJAC0001,23034,2021,6,79.6,N
IDCJAC0001,23034,2021,7,85.4,N
IDCJAC0001,23034,2021,8,39.4,N
IDCJAC0001,23034,2021,9,22,N
IDCJAC0001,23034,2021,10,40.6,Y
IDCJAC0001,23034,2021,11,29.8,Y
IDCJAC0001,23034,2021,12,1.6,Y
IDCJAC0001,23034,2022,1,40,Y
IDCJAC0001,23034,2022,2,9,N
IDCJAC0001,23034,2022,3,12,Y
IDCJAC0001,23034,2022,4,15,Y
IDCJAC0001,23034,2022,5,63.2,N
IDCJAC0001,23034,2022,6,60.8,N
IDCJAC0001,23034,2022,7,21.6,Y
IDCJAC0001,23034,2022,8,72.2,N
IDCJAC0001,23034,2022,9,49.2,N
IDCJAC0001,23034,2022,10,44.6,Y
IDCJAC0001,23034,2022,11,85.4,Y
IDCJAC0001,23034,2022,12,8,Y
IDCJAC0001,23034,2023,1,17.8,Y
IDCJAC0001,23034,2023,2,12.8,Y
IDCJAC0001,23034,2023,3,31.2,Y
IDCJAC0001,23034,2023,4,45.8,Y
IDCJAC0001,23034,2023,5,62.2,Y
IDCJAC0001,23034,2023,6,107,Y
IDCJAC0001,23034,2023,7,37.4,Y
IDCJAC0001,23034,2023,8,37.6,Y
IDCJAC0001,23034,2023,9,20.6,Y
IDCJAC0001,23034,2023,10,12,Y
IDCJAC0001,23034,2023,11,59,Y
IDCJAC0001,23034,2023,12,58.4,Y
IDCJAC0001,23034,2024,1,55.6,Y
IDCJAC0001,23034,2024,2,0,Y
IDCJAC0001,23034,2024,3,2.6,N
IDCJAC0001,23034,2024,4,11.4,Y
IDCJAC0001,23034,2024,5,9.4,Y
IDCJAC0001,23034,2024,6,57.4,N
IDCJAC0001,23034,2024,7,41.8,N
IDCJAC0001,23034,2024,8,35.6,N
IDCJAC0001,23034,2024,9,22.6,N
IDCJAC0001,23034,2024,10,9.8,Y
IDCJAC0001,23034,2024,11,22.4,N
IDCJAC0001,23034,2024,12,11.4,Y
IDCJAC0001,23034,2025,1,4.4,Y
IDCJAC0001,23034,2025,2,0.8,N
IDCJAC0001,23034,2025,3,3.6,Y
IDCJAC0001,23034,2025,4,5,Y
IDCJAC0001,23034,2025,5,24.8,Y
IDCJAC0001,23034,2025,6,69.4,N
IDCJAC0001,23034,2025,7,91.4,Y
IDCJAC0001,23034,2025,8,34,N
IDCJAC0001,23034,2025,9,22.8,Y
IDCJAC0001,23034,2025,10,41.4,N
IDCJAC0001,23034,2025,11,63.6,N
IDCJAC0001,23034,2025,12,1.8,Y
IDCJAC0001,23034,2026,1,0,N
IDCJAC0001,23034,2026,2,7.4,N
