Product code,Bureau of Meteorology station number,Year,Month, Temperature,Quality
IDCJAC0002,23034,2003,6,15.7,Y
IDCJAC0002,23034,2003,7,15.4,Y
IDCJAC0002,23034,2003,8,14.8,Y
IDCJAC0002,23034,2003,9,17.4,Y
IDCJAC0002,23034,2003,10,18.6,Y
IDCJAC0002,23034,2003,11,26.9,Y
IDCJAC0002,23034,2003,12,27.5,Y
IDCJAC0002,23034,2004,1,24.5,Y
IDCJAC0002,23034,2004,2,30.2,Y
IDCJAC0002,23034,2004,3,26.3,Y
IDCJAC0002,23034,2004,4,23,Y
IDCJAC0002,23034,2004,5,18.3,Y
IDCJAC0002,23034,2004,6,16.1,Y
IDCJAC0002,23034,2004,7,14.6,Y
IDCJAC0002,23034,2004,8,16.3,Y
IDCJAC0002,23034,2004,9,17.7,Y
IDCJAC0002,23034,2004,10,23.1,Y
IDCJAC0002,23034,2004,11,24.4,Y
IDCJAC0002,23034,2004,12,26.1,Y
IDCJAC0002,23034,2005,1,27.8,Y
IDCJAC0002,23034,2005,2,26,Y
IDCJAC0002,23034,2005,3,24.8,Y
IDCJAC0002,23034,2005,4,25,Y
IDCJAC0002,23034,2005,5,20.4,Y
IDCJAC0002,23034,2005,6,17.8,Y
IDCJAC0002,23034,2005,7,15.3,Y
IDCJAC0002,23034,2005,8,17.1,Y
IDCJAC0002,23034,2005,9,18.2,Y
IDCJAC0002,23034,2005,10,21.5,Y
IDCJAC0002,23034,2005,11,24.6,Y
IDCJAC0002,23034,2005,12,27.1,Y
IDCJAC0002,23034,2006,1,30.9,Y
IDCJAC0002,23034,2006,2,26.2,Y
IDCJAC0002,23034,2006,3,27.3,Y
IDCJAC0002,23034,2006,4,20.4,Y
IDCJAC0002,23034,2006,5,17,Y
IDCJAC0002,23034,2006,6,15.4,Y
IDCJAC0002,23034,2006,7,15.3,Y
IDCJAC0002,23034,2006,8,17.9,Y
IDCJAC0002,23034,2006,9,20.6,Y
IDCJAC0002,23034,2006,10,23.6,Y
IDCJAC0002,23034,2006,11,25.4,Y
IDCJAC0002,23034,2006,12,27.7,Y
IDCJAC0002,23034,2007,1,28.6,Y
IDCJAC0002,23034,2007,2,30.5,Y
IDCJAC0002,23034,2007,3,27,Y
IDCJAC0002,23034,2007,4,24.1,Y
IDCJAC0002,23034,2007,5,19.8,Y
IDCJAC0002,23034,2007,6,14.6,Y
IDCJAC0002,23034,2007,7,15.3,Y
IDCJAC0002,23034,2007,8,17.9,Y
IDCJAC0002,23034,2007,9,20.8,Y
IDCJAC0002,23034,2007,10,23.1,Y
IDCJAC0002,23034,2007,11,26.4,Y
IDCJAC0002,23034,2007,12,27.6,Y
IDCJAC0002,23034,2008,1,29.1,Y
IDCJAC0002,23034,2008,2,26.7,Y
IDCJAC0002,23034,2008,3,29.7,Y
IDCJAC0002,23034,2008,4,22.3,Y
IDCJAC0002,23034,2008,5,19.3,Y
IDCJAC0002,23034,2008,6,16.8,Y
IDCJAC0002,23034,2008,7,14.9,Y
IDCJAC0002,23034,2008,8,14.6,Y
IDCJAC0002,23034,2008,9,19.8,Y
IDCJAC0002,23034,2008,10,23,Y
IDCJAC0002,23034,2008,11,23.8,Y
IDCJAC0002,23034,2008,12,24.4,Y
IDCJAC0002,23034,2009,1,29.8,Y
IDCJAC0002,23034,2009,2,30,Y
IDCJAC0002,23034,2009,3,25.3,Y
IDCJAC0002,23034,2009,4,22.2,Y
IDCJAC0002,23034,2009,5,18.1,Y
IDCJAC0002,23034,2009,6,16.1,Y
IDCJAC0002,23034,2009,7,15.5,Y
IDCJAC0002,23034,2009,8,17.8,Y
IDCJAC0002,23034,2009,9,19.3,Y
IDCJAC0002,23034,2009,10,21.3,Y
IDCJAC0002,23034,2009,11,29.8,Y
IDCJAC0002,23034,2009,12,27.3,Y
IDCJAC0002,23034,2010,1,29.6,Y
IDCJAC0002,23034,2010,2,29.7,Y
IDCJAC0002,23034,2010,3,26.7,Y
IDCJAC0002,23034,2010,4,23.2,Y
IDCJAC0002,23034,2010,5,19.4,Y
IDCJAC0002,23034,2010,6,15.7,Y
IDCJAC0002,23034,2010,7,15,Y
IDCJAC0002,23034,2010,8,15,Y
IDCJAC0002,23034,2010,9,16.1,Y
IDCJAC0002,23034,2010,10,20.5,Y
IDCJAC0002,23034,2010,11,23,Y
IDCJAC0002,23034,2010,12,25.9,Y
IDCJAC0002,23034,2011,1,29.1,Y
IDCJAC0002,23034,2011,2,27.6,Y
IDCJAC0002,23034,2011,3,24.3,Y
IDCJAC0002,23034,2011,4,22.3,Y
IDCJAC0002,23034,2011,5,17.9,Y
IDCJAC0002,23034,2011,6,16.5,Y
IDCJAC0002,23034,2011,7,15.5,Y
IDCJAC0002,23034,2011,8,17.3,Y
IDCJAC0002,23034,2011,9,20.5,Y
IDCJAC0002,23034,2011,10,21.3,Y
IDCJAC0002,23034,2011,11,25.5,Y
IDCJAC0002,23034,2011,12,26.9,Y
IDCJAC0002,23034,2012,1,30,Y
IDCJAC0002,23034,2012,2,26.7,Y
IDCJAC0002,23034,2012,3,25.3,Y
IDCJAC0002,23034,2012,4,23.6,Y
IDCJAC0002,23034,2012,5,18,Y
IDCJAC0002,23034,2012,6,15.3,Y
IDCJAC0002,23034,2012,7,15.1,Y
IDCJAC0002,23034,2012,8,15.5,Y
IDCJAC0002,23034,2012,9,19.1,Y
IDCJAC0002,23034,2012,10,21.9,Y
IDCJAC0002,23034,2012,11,26.6,Y
IDCJAC0002,23034,2012,12,27,Y
IDCJAC0002,23034,2013,1,28.5,Y
IDCJAC0002,23034,2013,2,28.7,Y
IDCJAC0002,23034,2013,3,27.3,Y
IDCJAC0002,23034,2013,4,23.2,Y
IDCJAC0002,23034,2013,5,20.6,Y
IDCJAC0002,23034,2013,6,16.1,Y
IDCJAC0002,23034,2013,7,15.9,Y
IDCJAC0002,23034,2013,8,16.7,Y
IDCJAC0002,23034,2013,9,21.3,Y
IDCJAC0002,23034,2013,10,21.8,Y
IDCJAC0002,23034,2013,11,24.2,Y
IDCJAC0002,23034,2013,12,27.1,Y
IDCJAC0002,23034,2014,1,30.7,Y
IDCJAC0002,23034,2014,2,28.2,Y
IDCJAC0002,23034,2014,3,26,Y
IDCJAC0002,23034,2014,4,22.8,Y
IDCJAC0002,23034,2014,5,20.4,Y
IDCJAC0002,23034,2014,6,16.5,Y
IDCJAC0002,23034,2014,7,15.1,Y
IDCJAC0002,23034,2014,8,16.3,Y
IDCJAC0002,23034,2014,9,20.1,Y
IDCJAC0002,23034,2014,10,24.5,Y
IDCJAC0002,23034,2014,11,25.3,Y
IDCJAC0002,23034,2014,12,25,Y
IDCJAC0002,23034,2015,1,27.6,Y
IDCJAC0002,23034,2015,2,31,Y
IDCJAC0002,23034,2015,3,24.1,Y
IDCJAC0002,23034,2015,4,20.1,Y
IDCJAC0002,23034,2015,5,18.1,Y
IDCJAC0002,23034,2015,6,16,Y
IDCJAC0002,23034,2015,7,14.5,Y
IDCJAC0002,23034,2015,8,15.5,Y
IDCJAC0002,23034,2015,9,18.5,Y
IDCJAC0002,23034,2015,10,25.4,Y
IDCJAC0002,23034,2015,11,25.7,Y
IDCJAC0002,23034,2015,12,30.3,Y
IDCJAC0002,23034,2016,1,29.1,Y
IDCJAC0002,23034,2016,2,27.2,Y
IDCJAC0002,23034,2016,3,27.1,Y
IDCJAC0002,23034,2016,4,23.8,Y
IDCJAC0002,23034,2016,5,19.6,Y
IDCJAC0002,23034,2016,6,16.1,Y
IDCJAC0002,23034,2016,7,15.1,Y
IDCJAC0002,23034,2016,8,17,Y
IDCJAC0002,23034,2016,9,16.9,Y
IDCJAC0002,23034,2016,10,20.3,Y
IDCJAC0002,23034,2016,11,22.7,Y
IDCJAC0002,23034,2016,12,26.6,Y
IDCJAC0002,23034,2017,1,29.1,Y
IDCJAC0002,23034,2017,2,27.2,Y
IDCJAC0002,23034,2017,3,27.8,Y
IDCJAC0002,23034,2017,4,22.8,Y
IDCJAC0002,23034,2017,5,19,Y
IDCJAC0002,23034,2017,6,16.5,Y
IDCJAC0002,23034,2017,7,16.2,Y
IDCJAC0002,23034,2017,8,15.6,Y
IDCJAC0002,23034,2017,9,18.7,Y
IDCJAC0002,23034,2017,10,22.9,Y
IDCJAC0002,23034,2017,11,27,Y
IDCJAC0002,23034,2017,12,26.1,Y
IDCJAC0002,23034,2018,1,30.3,Y
IDCJAC0002,23034,2018,2,29,Y
IDCJAC0002,23034,2018,3,26.3,Y
IDCJAC0002,23034,2018,4,25.3,Y
IDCJAC0002,23034,2018,5,18.6,Y
IDCJAC0002,23034,2018,6,15.7,Y
IDCJAC0002,23034,2018,7,15.9,Y
IDCJAC0002,23034,2018,8,16.8,Y
IDCJAC0002,23034,2018,9,18.3,Y
IDCJAC0002,23034,2018,10,23,Y
IDCJAC0002,23034,2018,11,23.3,Y
IDCJAC0002,23034,2018,12,28.6,Y
IDCJAC0002,23034,2019,1,31.2,Y
IDCJAC0002,23034,2019,2,28.2,Y
IDCJAC0002,23034,2019,3,25.6,Y
IDCJAC0002,23034,2019,4,24,Y
IDCJAC0002,23034,2019,5,18.5,Y
IDCJAC0002,23034,2019,6,16.1,Y
IDCJAC0002,23034,2019,7,16.1,Y
IDCJAC0002,23034,2019,8,15.2,Y
IDCJAC0002,23034,2019,9,18.8,Y
IDCJAC0002,23034,2019,10,23.4,Y
IDCJAC0002,23034,2019,11,22.7,Y
IDCJAC0002,23034,2019,12,29.1,Y
IDCJAC0002,23034,2020,1,27.6,Y
IDCJAC0002,23034,2020,2,25.5,Y
IDCJAC0002,23034,2020,3,24.9,Y
IDCJAC0002,23034,2020,4,21.1,Y
IDCJAC0002,23034,2020,5,17.4,Y
IDCJAC0002,23034,2020,6,15.6,Y
IDCJAC0002,23034,2020,7,15.1,Y
IDCJAC0002,23034,2020,8,15.8,Y
IDCJAC0002,23034,2020,9,20.5,Y
IDCJAC0002,23034,2020,10,21.4,Y
IDCJAC0002,23034,2020,11,28,Y
IDCJAC0002,23034,2020,12,25.5,Y
IDCJAC0002,23034,2021,1,27.9,Y
IDCJAC0002,23034,2021,2,26.3,Y
IDCJAC0002,23034,2021,3,25,Y
IDCJAC0002,23034,2021,4,22.5,Y
IDCJAC0002,23034,2021,5,19.1,Y
IDCJAC0002,23034,2021,6,16.6,Y
IDCJAC0002,23034,2021,7,15.2,Y
IDCJAC0002,23034,2021,8,16.5,Y
IDCJAC0002,23034,2021,9,19.2,Y
IDCJAC0002,23034,2021,10,20.6,Y
IDCJAC0002,23034,2021,11,22.9,Y
IDCJAC0002,23034,2021,12,26.2,Y
IDCJAC0002,23034,2022,1,28,Y
IDCJAC0002,23034,2022,2,27.2,Y
IDCJAC0002,23034,2022,3,26.3,Y
IDCJAC0002,23034,2022,4,23.4,Y
IDCJAC0002,23034,2022,5,18.7,Y
IDCJAC0002,23034,2022,6,15.4,Y
IDCJAC0002,23034,2022,7,14.8,Y
IDCJAC0002,23034,2022,8,15.9,Y
IDCJAC0002,23034,2022,9,16.9,Y
IDCJAC0002,23034,2022,10,20.2,Y
IDCJAC0002,23034,2022,11,22.2,Y
IDCJAC0002,23034,2022,12,26.5,Y
IDCJAC0002,23034,2023,1,29.1,Y
IDCJAC0002,23034,2023,2,28.1,Y
IDCJAC0002,23034,2023,3,24.1,Y
IDCJAC0002,23034,2023,4,21.8,Y
IDCJAC0002,23034,2023,5,17.5,Y
IDCJAC0002,23034,2023,6,16.9,Y
IDCJAC0002,23034,2023,7,15.5,Y
IDCJAC0002,23034,2023,8,17.1,Y
IDCJAC0002,23034,2023,9,21.1,Y
IDCJAC0002,23034,2023,10,20.9,Y
IDCJAC0002,23034,2023,11,23.5,Y
IDCJAC0002,23034,2023,12,25,Y
IDCJAC0002,23034,2024,1,28,Y
IDCJAC0002,23034,2024,2,28.5,Y
IDCJAC0002,23034,2024,3,28.5,Y
IDCJAC0002,23034,2024,4,20.3,Y
IDCJAC0002,23034,2024,5,19.9,Y
IDCJAC0002,23034,2024,6,15.5,Y
IDCJAC0002,23034,2024,7,15.7,Y
IDCJAC0002,23034,2024,8,18.4,Y
IDCJAC0002,23034,2024,9,19,Y
IDCJAC0002,23034,2024,10,23.3,Y
IDCJAC0002,23034,2024,11,25.4,Y
IDCJAC0002,23034,2024,12,27.6,Y
IDCJAC0002,23034,2025,1,29.2,Y
IDCJAC0002,23034,2025,2,29.8,Y
IDCJAC0002,23034,2025,3,29.1,Y
IDCJAC0002,23034,2025,4,24.4,Y
IDCJAC0002,23034,2025,5,19.8,Y
IDCJAC0002,23034,2025,6,16.4,Y
IDCJAC0002,23034,2025,7,15,Y
IDCJAC0002,23034,2025,8,16.3,Y
IDCJAC0002,23034,2025,9,19,Y
IDCJAC0002,23034,2025,10,21.7,Y
IDCJAC0002,23034,2025,11,21.7,Y
IDCJAC0002,23034,2025,12,26.8,Y
IDCJAC0002,23034,2026,1,31.6,Y
IDCJAC0002,23034,2026,2,29.6,Y
